"MSOA11CD","total_cases"
"E02003540",581
"E02003541",865
"E02003542",523
"E02003543",587
"E02003544",343
"E02003545",402
"E02003546",465
"E02003547",417
"E02003548",467
"E02003549",412
"E02003550",481
"E02003551",269
"E02003552",418
"E02003553",421
"E02003554",363
"E02003555",500
"E02003556",277
"E02003557",325
"E02003558",567
"E02003559",388
"E02003560",369
"E02003561",522
"E02003562",488
"E02003563",397
"E02003564",423
"E02003565",440
"E02003566",296
"E02003567",432
"E02003568",537
"E02003569",475
"E02003570",879
"E02003571",584
"E02003572",370
"E02003573",420
"E02003574",395
"E02003575",388
"E02003576",471
"E02003577",856
"E02003578",345
"E02003579",611
"E02003580",314
"E02003581",427
"E02003582",391
"E02003583",294
"E02003584",335
"E02003585",274
"E02003586",405
"E02003587",411
"E02003588",566
"E02003589",377
"E02003590",291
"E02003591",435
"E02003592",232
"E02003593",162
"E02003594",633
"E02003595",366
"E02003596",540
"E02003597",169
"E02003598",290
"E02003599",326
"E02003600",365
"E02003601",346
"E02003602",279
"E02003603",570
"E02003604",593
"E02003605",413
"E02003606",451
"E02003607",630
"E02003608",551
"E02003609",531
"E02003610",443
"E02003611",474
"E02003612",546
"E02003613",234
"E02003614",390
"E02003615",608
"E02003616",240
"E02003617",405
"E02003618",477
"E02003619",673
"E02003620",485
"E02003621",490
"E02003622",642
"E02003623",803
"E02003624",478
"E02003625",910
"E02003626",390
"E02003627",907
"E02003628",940
"E02003629",823
"E02003630",1164
"E02003631",412
"E02003632",516
"E02003633",844
"E02003634",1094
"E02003635",639
"E02003636",491
"E02003637",624
"E02003638",334
"E02003639",462
"E02003640",246
"E02003641",244
"E02003642",716
"E02003643",656
"E02003644",637
"E02003645",460
"E02003646",659
"E02003647",672
"E02003648",357
"E02003649",384
"E02003650",279
"E02003651",403
"E02003652",550
"E02003653",338
"E02003654",221
"E02003655",426
"E02003656",251
"E02003657",363
"E02003658",537
"E02003659",475
"E02003660",421
"E02003661",194
"E02003662",444
"E02003663",1022
"E02003664",725
"E02003665",391
"E02003666",638
"E02003667",581
"E02003668",581
"E02003669",583
"E02003670",677
"E02003671",420
"E02003672",620
"E02003673",398
"E02003674",202
"E02003675",399
"E02003676",317
"E02003677",472
"E02003678",248
"E02003679",291
"E02003680",295
"E02003681",424
"E02003682",263
"E02003683",268
"E02003685",312
"E02003686",473
"E02003687",308
"E02003688",563
"E02003689",591
"E02003690",516
"E02003691",435
"E02003692",691
"E02003693",416
"E02003694",605
"E02003695",896
"E02003696",425
"E02003697",238
"E02003698",375
"E02003699",292
"E02003701",831
"E02003702",290
"E02003703",608
"E02003704",249
"E02003705",607
"E02003706",460
"E02003707",449
"E02003708",1023
"E02003709",372
"E02003710",1123
"E02003711",580
"E02003712",530
"E02003713",277
"E02003714",340
"E02003715",226
"E02003716",230
"E02003717",375
"E02003718",244
"E02003719",396
"E02003720",398
"E02003721",411
"E02003722",216
"E02003723",351
"E02003724",465
"E02003725",715
"E02003726",290
"E02003727",412
"E02003728",472
"E02003729",414
"E02003730",557
"E02003731",396
"E02003732",403
"E02003733",233
"E02003734",340
"E02003735",178
"E02003736",296
"E02003737",561
"E02003738",139
"E02003739",257
"E02003740",294
"E02003742",297
"E02003743",876
"E02003744",1067
"E02003745",442
"E02003746",300
"E02003747",604
"E02003748",378
"E02003749",290
"E02003750",394
"E02003751",326
"E02003752",434
"E02003753",562
"E02003754",173
"E02003755",375
"E02003756",228
"E02003757",214
"E02003758",470
"E02003759",175
"E02003760",536
"E02003761",288
"E02003762",433
"E02003763",393
"E02003764",531
"E02003765",279
"E02003766",323
"E02003767",180
"E02003768",334
"E02003769",342
"E02003770",368
"E02003771",258
"E02003772",232
"E02003773",530
"E02003774",265
"E02003775",159
"E02003776",226
"E02003777",352
"E02003778",263
"E02003779",125
"E02003780",557
"E02003781",275
"E02003783",257
"E02003784",207
"E02003785",372
"E02003786",166
"E02003787",216
"E02003788",227
"E02003789",221
"E02003790",245
"E02003791",210
"E02003792",232
"E02003793",338
"E02003794",505
"E02003795",414
"E02003796",467
"E02003797",771
"E02003798",577
"E02003799",613
"E02003800",312
"E02003801",437
"E02003802",638
"E02003803",719
"E02003804",357
"E02003805",293
"E02003806",535
"E02003807",495
"E02003808",434
"E02003809",461
"E02003810",489
"E02003811",268
"E02003812",249
"E02003813",349
"E02003814",381
"E02003815",331
"E02003816",350
"E02003817",295
"E02003818",264
"E02003819",294
"E02003820",472
"E02003821",226
"E02003822",541
"E02003823",301
"E02003824",326
"E02003825",390
"E02003826",579
"E02003827",609
"E02003828",403
"E02003829",325
"E02003830",579
"E02003831",485
"E02003832",402
"E02003833",356
"E02003834",416
"E02003835",377
"E02003836",320
"E02003837",701
"E02003838",414
"E02003839",269
"E02003840",414
"E02003841",402
"E02003842",280
"E02003843",476
"E02003844",309
"E02003845",821
"E02003846",519
"E02003847",721
"E02003848",437
"E02003849",644
"E02003850",374
"E02003851",483
"E02003852",525
"E02003853",285
"E02003854",261
"E02003855",283
"E02003856",689
"E02003857",365
"E02003858",395
"E02003859",903
"E02003860",441
"E02003861",383
"E02003862",319
"E02003863",308
"E02003864",556
"E02003865",385
"E02003866",299
"E02003867",365
"E02003868",354
"E02003869",450
"E02003870",568
"E02003871",352
"E02003872",406
"E02003873",335
"E02003874",496
"E02003875",195
"E02003876",243
"E02003877",480
"E02003878",537
"E02003879",482
"E02003880",336
"E02003881",273
"E02003882",505
"E02003883",463
"E02003884",394
"E02003885",285
"E02003886",438
"E02003887",420
"E02003888",500
"E02003889",380
"E02003890",454
"E02003891",215
"E02003892",109
"E02003893",104
"E02003894",293
"E02003895",178
"E02003896",102
"E02003897",82
"E02003898",103
"E02003899",116
"E02003900",141
"E02003901",134
"E02003902",70
"E02003903",315
"E02003904",74
"E02003905",161
"E02003906",176
"E02003907",206
"E02003908",208
"E02003909",243
"E02003910",216
"E02003911",206
"E02003912",212
"E02003913",107
"E02003914",141
"E02003915",159
"E02003916",134
"E02003917",164
"E02003918",166
"E02003919",202
"E02003920",208
"E02003921",162
"E02003922",221
"E02003923",266
"E02003924",166
"E02003925",175
"E02003926",147
"E02003927",208
"E02003928",337
"E02003929",111
"E02003930",182
"E02003931",177
"E02003932",59
"E02003933",48
"E02003934",79
"E02003935",338
"E02003936",208
"E02003937",157
"E02003938",95
"E02003939",91
"E02003940",79
"E02003941",313
"E02003942",286
"E02003943",139
"E02003944",260
"E02003945",109
"E02003946",239
"E02003947",145
"E02003948",174
"E02003949",208
"E02003950",65
"E02003951",111
"E02003952",268
"E02003953",203
"E02003954",254
"E02003955",273
"E02003956",189
"E02003957",347
"E02003958",151
"E02003959",209
"E02003960",166
"E02003961",209
"E02003962",154
"E02003963",265
"E02003964",114
"E02003965",770
"E02003966",254
"E02003967",402
"E02003968",493
"E02003969",379
"E02003970",343
"E02003971",267
"E02003972",379
"E02003973",483
"E02003974",469
"E02003975",455
"E02003976",232
"E02003977",327
"E02003978",287
"E02003979",495
"E02003980",474
"E02003981",436
"E02003982",531
"E02003983",431
"E02003984",413
"E02003985",411
"E02003986",401
"E02003987",320
"E02003988",393
"E02003989",493
"E02003990",780
"E02003991",514
"E02003992",667
"E02003993",464
"E02003994",551
"E02003995",780
"E02003996",842
"E02003997",891
"E02003998",476
"E02003999",898
"E02004000",281
"E02004001",217
"E02004002",450
"E02004003",649
"E02004004",566
"E02004005",280
"E02004006",174
"E02004007",406
"E02004008",235
"E02004009",256
"E02004010",633
"E02004011",761
"E02004012",216
"E02004013",416
"E02004014",348
"E02004015",223
"E02004016",306
"E02004017",356
"E02004018",347
"E02004019",332
"E02004020",401
"E02004021",183
"E02004022",156
"E02004023",346
"E02004024",282
"E02004025",411
"E02004026",337
"E02004027",304
"E02004028",311
"E02004029",493
"E02004030",255
"E02004031",569
"E02004032",673
"E02004033",694
"E02004034",444
"E02004035",333
"E02004036",806
"E02004037",445
"E02004038",471
"E02004039",474
"E02004040",668
"E02004041",554
"E02004043",516
"E02004044",505
"E02004045",642
"E02004046",403
"E02004047",476
"E02004048",419
"E02004049",583
"E02004050",705
"E02004051",854
"E02004052",633
"E02004053",470
"E02004054",667
"E02004055",438
"E02004056",542
"E02004057",418
"E02004058",465
"E02004059",493
"E02004060",468
"E02004061",441
"E02004062",364
"E02004063",401
"E02004064",535
"E02004065",365
"E02004066",750
"E02004067",350
"E02004068",272
"E02004069",190
"E02004070",212
"E02004071",183
"E02004072",413
"E02004073",328
"E02004074",147
"E02004075",237
"E02004076",332
"E02004077",509
"E02004078",487
"E02004080",673
"E02004081",294
"E02004082",355
"E02004083",553
"E02004084",395
"E02004085",595
"E02004086",322
"E02004087",468
"E02004088",423
"E02004089",426
"E02004090",291
"E02004091",573
"E02004092",477
"E02004093",365
"E02004094",487
"E02004095",547
"E02004096",553
"E02004097",343
"E02004098",413
"E02004100",363
"E02004102",392
"E02004103",407
"E02004104",364
"E02004105",606
"E02004106",366
"E02004108",451
"E02004109",397
"E02004110",360
"E02004111",309
"E02004112",274
"E02004113",609
"E02004114",419
"E02004115",569
"E02004116",546
"E02004117",491
"E02004118",551
"E02004119",783
"E02004120",845
"E02004121",621
"E02004122",376
"E02004123",253
"E02004124",567
"E02004125",588
"E02004126",522
"E02004128",830
"E02004129",128
"E02004130",197
"E02004131",162
"E02004132",240
"E02004133",198
"E02004134",412
"E02004135",130
"E02004136",269
"E02004137",131
"E02004138",170
"E02004139",117
"E02004140",65
"E02004141",102
"E02004142",194
"E02004143",235
"E02004144",192
"E02004145",134
"E02004146",248
"E02004147",221
"E02004148",347
"E02004149",750
"E02004150",239
"E02004151",291
"E02004152",606
"E02004153",208
"E02004154",224
"E02004155",186
"E02004156",400
"E02004157",243
"E02004158",231
"E02004159",380
"E02004160",241
"E02004161",324
"E02004162",288
"E02004163",176
"E02004164",108
"E02004165",218
"E02004166",151
"E02004167",205
"E02004168",168
"E02004169",226
"E02004170",351
"E02004171",209
"E02004172",82
"E02004173",123
"E02004174",187
"E02004175",87
"E02004176",92
"E02004177",76
"E02004178",76
"E02004179",213
"E02004180",100
"E02004181",121
"E02004182",127
"E02004183",136
"E02004184",165
"E02004185",133
"E02004186",174
"E02004187",179
"E02004188",84
"E02004189",150
"E02004190",154
"E02004191",125
"E02004192",83
"E02004193",249
"E02004194",132
"E02004195",129
"E02004196",83
"E02004197",113
"E02004198",95
"E02004199",38
"E02004200",76
"E02004201",65
"E02004202",195
"E02004203",132
"E02004204",168
"E02004205",152
"E02004206",139
"E02004207",125
"E02004208",107
"E02004209",202
"E02004210",132
"E02004211",118
"E02004212",137
"E02004213",290
"E02004214",119
"E02004215",141
"E02004216",142
"E02004217",96
"E02004218",128
"E02004219",80
"E02004220",60
"E02004221",84
"E02004222",76
"E02004223",194
"E02004224",78
"E02004225",56
"E02004226",66
"E02004227",159
"E02004228",84
"E02004229",181
"E02004230",119
"E02004231",214
"E02004232",97
"E02004233",249
"E02004234",106
"E02004235",93
"E02004236",336
"E02004237",363
"E02004238",270
"E02004239",224
"E02004240",311
"E02004241",359
"E02004242",282
"E02004243",186
"E02004244",317
"E02004245",317
"E02004246",248
"E02004247",228
"E02004248",255
"E02004249",177
"E02004250",317
"E02004251",240
"E02004252",302
"E02004253",460
"E02004254",459
"E02004255",164
"E02004256",198
"E02004257",195
"E02004258",246
"E02004259",258
"E02004260",246
"E02004261",395
"E02004262",137
"E02004263",172
"E02004264",399
"E02004265",292
"E02004266",228
"E02004267",156
"E02004268",392
"E02004269",213
"E02004270",198
"E02004271",122
"E02004272",332
"E02004273",139
"E02004274",100
"E02004275",99
"E02004276",39
"E02004277",509
"E02004278",227
"E02004279",151
"E02004280",190
"E02004281",191
"E02004282",213
"E02004283",232
"E02004284",276
"E02004285",172
"E02004286",101
"E02004287",158
"E02004288",375
"E02004289",211
"E02004290",488
"E02004291",472
"E02004292",509
"E02004293",723
"E02004294",484
"E02004295",522
"E02004296",599
"E02004297",495
"E02004298",644
"E02004299",683
"E02004300",511
"E02004301",772
"E02004302",678
"E02004303",851
"E02004304",744
"E02004305",706
"E02004306",305
"E02004307",443
"E02004308",534
"E02004309",407
"E02004310",500
"E02004311",590
"E02004312",485
"E02004313",361
"E02004314",2618
"E02004315",969
"E02004316",402
"E02004317",483
"E02004318",425
"E02004319",634
"E02004320",638
"E02004321",640
"E02004322",563
"E02004323",504
"E02004324",418
"E02004325",710
"E02004326",553
"E02004327",550
"E02004328",529
"E02004329",515
"E02004330",536
"E02004331",579
"E02004332",673
"E02004333",359
"E02004334",520
"E02004335",454
"E02004336",488
"E02004337",702
"E02004338",540
"E02004339",395
"E02004340",769
"E02004341",579
"E02004342",341
"E02004343",329
"E02004344",381
"E02004345",610
"E02004346",109
"E02004347",320
"E02004348",346
"E02004349",461
"E02004350",564
"E02004351",491
"E02004352",659
"E02004353",544
"E02004354",652
"E02004355",567
"E02004356",430
"E02004357",532
"E02004358",447
"E02004359",490
"E02004361",457
"E02004362",616
"E02004363",682
"E02004364",401
"E02004365",710
"E02004366",518
"E02004367",330
"E02004368",558
"E02004369",591
"E02004370",529
"E02004371",426
"E02004372",390
"E02004373",599
"E02004374",464
"E02004375",469
"E02004376",462
"E02004377",1016
"E02004378",583
"E02004379",282
"E02004380",316
"E02004381",337
"E02004382",252
"E02004383",339
"E02004384",462
"E02004385",507
"E02004386",279
"E02004387",359
"E02004388",502
"E02004389",503
"E02004390",322
"E02004391",266
"E02004392",281
"E02004393",197
"E02004394",413
"E02004395",271
"E02004396",372
"E02004397",409
"E02004398",691
"E02004399",495
"E02004400",541
"E02004401",412
"E02004402",655
"E02004403",289
"E02004404",245
"E02004405",258
"E02004406",392
"E02004407",315
"E02004408",327
"E02004409",174
"E02004410",343
"E02004411",352
"E02004412",464
"E02004413",330
"E02004414",241
"E02004415",273
"E02004416",249
"E02004417",442
"E02004418",381
"E02004419",424
"E02004420",687
"E02004421",507
"E02004422",572
"E02004423",311
"E02004424",503
"E02004425",568
"E02004426",590
"E02004427",615
"E02004428",579
"E02004429",578
"E02004430",812
"E02004431",890
"E02004432",631
"E02004433",884
"E02004434",929
"E02004435",1089
"E02004436",834
"E02004437",873
"E02004438",1013
"E02004439",923
"E02004440",895
"E02004441",769
"E02004442",774
"E02004443",1137
"E02004444",749
"E02004445",859
"E02004446",282
"E02004447",201
"E02004448",540
"E02004449",631
"E02004450",316
"E02004451",682
"E02004452",914
"E02004453",622
"E02004454",792
"E02004455",591
"E02004456",774
"E02004457",798
"E02004458",660
"E02004459",569
"E02004460",560
"E02004461",374
"E02004462",769
"E02004463",521
"E02004464",865
"E02004465",504
"E02004466",743
"E02004467",762
"E02004468",842
"E02004469",679
"E02004470",1038
"E02004471",855
"E02004472",555
"E02004473",656
"E02004474",649
"E02004475",554
"E02004476",751
"E02004477",381
"E02004478",580
"E02004479",916
"E02004480",617
"E02004481",564
"E02004482",915
"E02004483",802
"E02004484",791
"E02004485",669
"E02004486",644
"E02004487",451
"E02004488",666
"E02004489",556
"E02004490",613
"E02004491",525
"E02004492",603
"E02004493",649
"E02004494",1153
"E02004495",517
"E02004496",551
"E02004497",558
"E02004498",686
"E02004499",425
"E02004500",759
"E02004501",393
"E02004502",480
"E02004503",501
"E02004504",571
"E02004505",441
"E02004506",353
"E02004507",577
"E02004508",269
"E02004509",1078
"E02004512",701
"E02004513",666
"E02004514",337
"E02004515",521
"E02004516",776
"E02004517",625
"E02004518",564
"E02004519",392
"E02004520",534
"E02004521",594
"E02004522",354
"E02004523",738
"E02004524",444
"E02004525",370
"E02004526",273
"E02004527",792
"E02004528",767
"E02004529",657
"E02004530",670
"E02004531",537
"E02004532",510
"E02004533",929
"E02004534",865
"E02004535",614
"E02004536",589
"E02004537",887
"E02004538",899
"E02004539",626
"E02004540",499
"E02004541",982
"E02004542",677
"E02004543",780
"E02004544",1018
"E02004545",674
"E02004546",671
"E02004547",955
"E02004548",784
"E02004549",651
"E02004550",770
"E02004551",622
"E02004552",524
"E02004553",586
"E02004554",601
"E02004555",300
"E02004556",382
"E02004557",622
"E02004558",427
"E02004559",429
"E02004560",517
"E02004561",602
"E02004562",408
"E02004563",472
"E02004564",585
"E02004565",1172
"E02004566",415
"E02004567",580
"E02004568",590
"E02004569",692
"E02004570",630
"E02004571",567
"E02004572",587
"E02004573",373
"E02004574",476
"E02004575",583
"E02004576",443
"E02004577",261
"E02004578",500
"E02004579",361
"E02004580",796
"E02004581",581
"E02004582",468
"E02004583",525
"E02004584",407
"E02004585",666
"E02004586",763
"E02004587",661
"E02004588",692
"E02004589",629
"E02004590",610
"E02004591",216
"E02004592",398
"E02004593",304
"E02004594",344
"E02004595",819
"E02004596",725
"E02004597",717
"E02004598",740
"E02004599",476
"E02004600",156
"E02004601",120
"E02004602",244
"E02004603",288
"E02004604",286
"E02004605",173
"E02004606",379
"E02004607",338
"E02004608",321
"E02004609",220
"E02004610",166
"E02004611",330
"E02004612",225
"E02004613",168
"E02004614",127
"E02004615",192
"E02004616",299
"E02004617",245
"E02004618",170
"E02004619",140
"E02004620",244
"E02004621",194
"E02004622",271
"E02004623",269
"E02004624",152
"E02004625",187
"E02004626",340
"E02004627",210
"E02004628",268
"E02004629",411
"E02004630",291
"E02004631",109
"E02004632",444
"E02004633",280
"E02004634",407
"E02004635",260
"E02004636",293
"E02004637",539
"E02004638",242
"E02004639",637
"E02004640",607
"E02004641",251
"E02004642",560
"E02004643",500
"E02004644",383
"E02004645",367
"E02004646",474
"E02004647",246
"E02004648",223
"E02004649",299
"E02004650",646
"E02004651",390
"E02004652",157
"E02004653",318
"E02004654",322
"E02004655",253
"E02004656",247
"E02004657",151
"E02004658",150
"E02004659",204
"E02004660",178
"E02004661",260
"E02004662",208
"E02004663",174
"E02004664",331
"E02004665",217
"E02004666",411
"E02004667",325
"E02004668",191
"E02004669",151
"E02004670",443
"E02004671",236
"E02004672",414
"E02004673",192
"E02004674",444
"E02004675",291
"E02004676",253
"E02004677",256
"E02004678",265
"E02004679",456
"E02004680",283
"E02004681",911
"E02004682",350
"E02004683",458
"E02004684",615
"E02004685",415
"E02004686",443
"E02004687",324
"E02004688",370
"E02004689",215
"E02004690",414
"E02004691",275
"E02004692",253
"E02004693",338
"E02004694",243
"E02004695",335
"E02004696",194
"E02004697",252
"E02004698",229
"E02004699",383
"E02004700",303
"E02004702",415
"E02004703",411
"E02004704",233
"E02004705",296
"E02004706",274
"E02004707",339
"E02004708",291
"E02004709",332
"E02004710",268
"E02004712",231
"E02004713",270
"E02004714",263
"E02004715",384
"E02004716",313
"E02004717",590
"E02004718",380
"E02004719",444
"E02004720",644
"E02004721",538
"E02004722",333
"E02004723",392
"E02004724",387
"E02004725",216
"E02004726",256
"E02004727",406
"E02004728",383
"E02004729",308
"E02004730",442
"E02004731",221
"E02004732",334
"E02004733",316
"E02004734",500
"E02004735",327
"E02004736",434
"E02004737",403
"E02004738",398
"E02004739",332
"E02004740",220
"E02004741",315
"E02004742",359
"E02004743",323
"E02004744",558
"E02004745",424
"E02004746",358
"E02004747",317
"E02004748",404
"E02004749",302
"E02004750",331
"E02004751",411
"E02004752",340
"E02004753",666
"E02004754",246
"E02004755",493
"E02004756",328
"E02004757",247
"E02004758",364
"E02004759",302
"E02004760",584
"E02004761",200
"E02004764",375
"E02004765",285
"E02004766",428
"E02004767",396
"E02004768",356
"E02004769",470
"E02004770",442
"E02004771",607
"E02004772",602
"E02004774",457
"E02004775",479
"E02004776",305
"E02004777",211
"E02004778",237
"E02004779",320
"E02004780",229
"E02004781",333
"E02004782",347
"E02004783",245
"E02004784",248
"E02004785",127
"E02004786",358
"E02004787",232
"E02004788",281
"E02004789",333
"E02004790",304
"E02004791",167
"E02004792",255
"E02004793",152
"E02004794",190
"E02004795",191
"E02004796",235
"E02004797",214
"E02004798",189
"E02004799",339
"E02004800",323
"E02004801",193
"E02004802",557
"E02004803",626
"E02004804",413
"E02004805",467
"E02004806",443
"E02004807",639
"E02004808",732
"E02004809",1123
"E02004810",758
"E02004811",774
"E02004812",560
"E02004813",530
"E02004814",255
"E02004815",320
"E02004816",977
"E02004817",379
"E02004818",375
"E02004819",299
"E02004820",245
"E02004821",107
"E02004822",286
"E02004823",261
"E02004824",219
"E02004825",470
"E02004826",354
"E02004827",226
"E02004828",393
"E02004829",219
"E02004830",222
"E02004831",326
"E02004832",252
"E02004833",487
"E02004834",316
"E02004835",329
"E02004836",226
"E02004837",283
"E02004838",272
"E02004839",278
"E02004840",327
"E02004841",499
"E02004842",697
"E02004843",493
"E02004844",649
"E02004845",645
"E02004846",583
"E02004847",975
"E02004848",692
"E02004849",579
"E02004850",712
"E02004851",597
"E02004852",899
"E02004853",690
"E02004854",637
"E02004855",794
"E02004856",247
"E02004857",241
"E02004858",174
"E02004859",125
"E02004860",353
"E02004861",211
"E02004862",518
"E02004863",546
"E02004864",183
"E02004865",274
"E02004866",376
"E02004867",262
"E02004868",509
"E02004869",161
"E02004870",746
"E02004871",285
"E02004872",369
"E02004873",560
"E02004874",446
"E02004875",693
"E02004876",562
"E02004877",309
"E02004878",529
"E02004879",356
"E02004880",631
"E02004881",339
"E02004882",394
"E02004883",326
"E02004884",500
"E02004885",516
"E02004886",386
"E02004887",386
"E02004888",526
"E02004889",647
"E02004890",419
"E02004891",401
"E02004892",303
"E02004893",330
"E02004894",464
"E02004895",494
"E02004896",532
"E02004897",447
"E02004898",636
"E02004899",372
"E02004900",485
"E02004901",798
"E02004902",636
"E02004903",583
"E02004904",481
"E02004905",570
"E02004906",888
"E02004907",808
"E02004908",794
"E02004909",293
"E02004910",404
"E02004911",348
"E02004912",575
"E02004913",791
"E02004914",409
"E02004915",291
"E02004916",252
"E02004917",339
"E02004918",358
"E02004919",323
"E02004920",605
"E02004921",284
"E02004922",429
"E02004923",466
"E02004924",277
"E02004925",341
"E02004926",283
"E02004927",247
"E02004928",184
"E02004929",287
"E02004930",390
"E02004931",283
"E02004932",529
"E02004933",299
"E02004934",459
"E02004935",451
"E02004936",333
"E02004937",319
"E02004938",391
"E02004939",352
"E02004940",526
"E02004941",629
"E02004942",404
"E02004943",515
"E02004944",613
"E02004945",871
"E02004946",365
"E02004947",366
"E02004948",431
"E02004949",550
"E02004950",415
"E02004951",589
"E02004952",485
"E02004953",410
"E02004954",478
"E02004955",323
"E02004956",479
"E02004957",672
"E02004958",467
"E02004959",442
"E02004960",267
"E02004961",554
"E02004962",608
"E02004963",578
"E02004964",348
"E02004965",528
"E02004966",453
"E02004967",704
"E02004968",543
"E02004969",559
"E02004970",608
"E02004971",718
"E02004972",405
"E02004973",625
"E02004974",584
"E02004975",473
"E02004976",913
"E02004977",912
"E02004978",966
"E02004979",486
"E02004980",300
"E02004981",494
"E02004982",283
"E02004983",331
"E02004984",373
"E02004985",336
"E02004986",525
"E02004987",474
"E02004988",430
"E02004989",1100
"E02004990",571
"E02004991",703
"E02004992",898
"E02004993",389
"E02004994",419
"E02004995",400
"E02004996",435
"E02004997",506
"E02004998",454
"E02004999",1246
"E02005000",1126
"E02005001",871
"E02005002",819
"E02005003",828
"E02005004",1035
"E02005005",612
"E02005006",328
"E02005007",643
"E02005008",505
"E02005009",251
"E02005010",553
"E02005011",484
"E02005012",623
"E02005013",547
"E02005014",389
"E02005015",706
"E02005016",403
"E02005017",399
"E02005018",490
"E02005019",596
"E02005020",461
"E02005021",548
"E02005022",394
"E02005023",712
"E02005025",584
"E02005026",398
"E02005027",416
"E02005028",1356
"E02005029",1209
"E02005030",1028
"E02005031",721
"E02005032",867
"E02005033",767
"E02005034",607
"E02005035",799
"E02005036",540
"E02005037",595
"E02005038",517
"E02005039",570
"E02005040",541
"E02005041",396
"E02005042",393
"E02005043",425
"E02005044",300
"E02005045",574
"E02005046",601
"E02005047",511
"E02005048",521
"E02005049",345
"E02005050",733
"E02005051",1166
"E02005052",630
"E02005053",695
"E02005054",388
"E02005055",818
"E02005056",1047
"E02005057",1217
"E02005058",791
"E02005059",877
"E02005060",896
"E02005061",792
"E02005062",638
"E02005063",753
"E02005064",551
"E02005065",835
"E02005066",491
"E02005067",431
"E02005068",618
"E02005069",651
"E02005070",660
"E02005071",1028
"E02005072",494
"E02005073",1024
"E02005074",519
"E02005075",987
"E02005076",878
"E02005077",630
"E02005078",569
"E02005079",592
"E02005080",914
"E02005081",314
"E02005082",840
"E02005083",516
"E02005084",437
"E02005085",414
"E02005086",330
"E02005087",573
"E02005088",719
"E02005089",522
"E02005090",384
"E02005091",451
"E02005093",405
"E02005094",459
"E02005095",315
"E02005096",501
"E02005097",350
"E02005098",496
"E02005099",353
"E02005100",472
"E02005101",259
"E02005102",234
"E02005103",807
"E02005104",611
"E02005105",523
"E02005106",947
"E02005107",1160
"E02005109",429
"E02005110",436
"E02005111",448
"E02005112",472
"E02005113",531
"E02005114",363
"E02005115",551
"E02005116",632
"E02005117",653
"E02005118",1163
"E02005119",605
"E02005120",1431
"E02005121",1341
"E02005122",609
"E02005123",1247
"E02005124",791
"E02005125",673
"E02005126",684
"E02005127",746
"E02005128",482
"E02005129",676
"E02005130",661
"E02005131",335
"E02005132",809
"E02005133",626
"E02005134",840
"E02005135",712
"E02005136",680
"E02005137",624
"E02005138",703
"E02005139",571
"E02005140",538
"E02005141",444
"E02005142",571
"E02005143",693
"E02005144",731
"E02005145",875
"E02005146",679
"E02005147",597
"E02005148",572
"E02005149",979
"E02005150",1014
"E02005151",915
"E02005153",679
"E02005154",625
"E02005155",732
"E02005156",329
"E02005157",269
"E02005158",273
"E02005159",324
"E02005160",546
"E02005161",339
"E02005162",470
"E02005163",370
"E02005164",371
"E02005165",471
"E02005166",349
"E02005167",347
"E02005168",413
"E02005169",470
"E02005170",453
"E02005171",314
"E02005172",338
"E02005173",302
"E02005174",403
"E02005175",381
"E02005176",973
"E02005177",824
"E02005178",1618
"E02005179",995
"E02005180",725
"E02005181",641
"E02005182",637
"E02005183",613
"E02005184",422
"E02005185",869
"E02005186",574
"E02005189",366
"E02005190",314
"E02005191",637
"E02005192",607
"E02005193",578
"E02005194",528
"E02005195",663
"E02005196",781
"E02005197",464
"E02005198",556
"E02005199",430
"E02005200",584
"E02005201",528
"E02005202",743
"E02005203",483
"E02005204",792
"E02005205",431
"E02005206",413
"E02005207",419
"E02005208",677
"E02005209",473
"E02005210",533
"E02005211",468
"E02005212",918
"E02005213",1146
"E02005214",638
"E02005215",1264
"E02005216",523
"E02005217",1490
"E02005218",712
"E02005219",696
"E02005220",505
"E02005221",441
"E02005222",192
"E02005223",432
"E02005224",395
"E02005225",296
"E02005226",563
"E02005228",421
"E02005229",336
"E02005230",548
"E02005231",567
"E02005233",596
"E02005234",593
"E02005235",302
"E02005236",981
"E02005237",682
"E02005238",344
"E02005239",756
"E02005240",437
"E02005241",360
"E02005242",379
"E02005243",479
"E02005244",552
"E02005245",538
"E02005246",420
"E02005247",816
"E02005248",914
"E02005249",1143
"E02005250",1407
"E02005251",961
"E02005252",1380
"E02005253",482
"E02005254",758
"E02005255",795
"E02005256",702
"E02005257",467
"E02005258",768
"E02005259",1223
"E02005260",585
"E02005261",923
"E02005262",576
"E02005263",809
"E02005264",977
"E02005265",905
"E02005266",1095
"E02005267",680
"E02005268",1146
"E02005269",989
"E02005270",395
"E02005271",605
"E02005272",793
"E02005273",349
"E02005274",567
"E02005275",425
"E02005276",752
"E02005277",622
"E02005278",740
"E02005279",911
"E02005280",939
"E02005281",814
"E02005284",580
"E02005285",467
"E02005286",673
"E02005287",399
"E02005288",438
"E02005289",392
"E02005290",537
"E02005291",381
"E02005292",375
"E02005293",400
"E02005294",516
"E02005295",554
"E02005296",410
"E02005297",553
"E02005298",554
"E02005299",576
"E02005300",337
"E02005301",486
"E02005302",545
"E02005303",511
"E02005304",519
"E02005305",539
"E02005306",502
"E02005307",716
"E02005308",377
"E02005309",725
